ticker,name,sector,delisting_date,last_price,peak_price,spread_pct,slippage_bps
P8W.F,WORLDWIDE HEALTH.TR LS-25,Unknown,2023-09-26,3.541,44.971,0.5,25
P9R.F,Primag AG,Unknown,2023-01-27,0.42,1.394,0.5,25
PCBK.F,Sesen Bio Inc,Unknown,2023-03-07,0.512,4.858,0.5,25
PGS1.F,PGS ASA,Unknown,2024-07-02,0.776,4.566,0.5,25
PH2.F,PROS Holdings Inc,Unknown,2025-12-09,19.907,67.818,0.5,25
PIJ.F,Platinum Investment Management Limited,Unknown,2025-12-03,0.548,1.915,0.5,25
PJP.F,X5 Retail Group N.V.,Unknown,2024-04-09,6.364,30.254,0.5,25
PM6.F,Polymetal International PLC,Unknown,2023-08-15,5.667,21.448,0.5,25
PM6A.F,POLYMETAL INTL SP.ADR 1/1,Unknown,2023-08-23,1.835,20.171,0.5,25
PQX1.F,Biotage AB (publ),Unknown,2025-07-25,12.405,28.374,0.5,25
PRF0.F,MODIVCARE INC. DL-001,Unknown,2025-09-01,0.291,171.791,0.5,25
PUG.F,Partner Communications Company Ltd,Unknown,2023-09-22,3.62,8.781,0.5,25
PXLX.F,Pixelworks Inc,Unknown,2025-08-07,5.035,76.035,0.5,25
QIW.F,QIWI plc,Unknown,2024-04-09,4.411,17.42,0.5,25
QSOA.F,Surface Oncology Inc,Unknown,2023-09-08,1.0,14.831,0.5,25
QSV0.F,EDENRED UNSP.ARD 1/2 EO 2,Unknown,2025-02-10,14.179,28.844,0.5,25
R29B.F,Gulf Resources Inc,Unknown,2025-11-26,4.165,65.002,0.5,25
R2K.F,Restaurant Group PLC,Unknown,2023-12-20,0.727,3.568,0.5,25
R2RS.F,Renren Inc,Unknown,2024-04-03,0.525,37.659,0.5,25
R4L.F,REGIONAL EXPRESS HLDGS,Unknown,2025-09-16,0.31,1.381,0.5,25
R6G.F,Redfin Corporation,Unknown,2025-07-01,9.438,78.331,0.5,25
R7Y1.F,CARDIOVASC SYS,Unknown,2023-04-28,17.957,48.847,0.5,25
RDO.F,Sirius XM Holding Inc,Unknown,2024-09-10,24.609,64.319,0.5,25
RGH.F,RIGHT ON Co. Ltd,Unknown,2026-02-27,1.702,5.362,0.5,25
RGI.F,Regis Corporation,Unknown,2024-01-29,12.474,407.798,0.5,25
RIR.F,Ricardo plc,Unknown,2025-10-09,4.865,10.048,0.5,25
RL9A.F,Mail.ru Group Limited,Unknown,2022-03-01,1.98,31.047,0.5,25
RTA1.F,Rite Aid Corporation,Unknown,2025-03-17,0.2,39.433,0.5,25
RWW.F,Mediaset España Comunicación S.A,Unknown,2023-05-03,2.846,9.194,0.5,25
S09.F,Sutro Biopharma Inc,Unknown,2026-02-03,12.393,232.275,0.5,25
S12.F,SPARK POWER GROUP A,Unknown,2023-12-08,0.549,1.89,0.5,25
S2R.F,PAYFARE INC.,Unknown,2025-03-06,2.425,5.479,0.5,25
S4AA.F,SMT SCHARF AG NA O.N.,Unknown,2024-12-02,7.484,17.969,0.5,25
S64.F,Spirit Airlines Inc,Unknown,2025-01-17,0.94,50.29,0.5,25
S8E.F,GUSBOURNE PLC LS-01,Unknown,2025-03-28,0.119,1.918,0.5,25
S9Q.F,Spirit AeroSystems Holdings Inc,Unknown,2025-12-09,33.448,87.684,0.5,25
SBTA.F,Sinclair Broadcast Group Inc,Unknown,2023-07-28,14.656,46.247,0.5,25
SDW.F,SUPERIOR DRIL.PRO.DL-001,Unknown,2024-07-31,0.862,1.797,0.5,25
SE80.F,SENESTECH INC. DL-001,Unknown,2024-01-16,2.026,552.439,0.5,25
SFU1.F,Safeguard Scientifics Inc,Unknown,2024-02-26,0.644,6.541,0.5,25
SG3.F,SIGMATRON INTL DL-01,Unknown,2025-07-28,2.555,13.025,0.5,25
SG7.F,Sage Therapeutics Inc,Unknown,2025-07-31,7.587,167.75,0.5,25
SHI.F,Sinopec Shanghai Petrochemical Company Limited,Unknown,2023-03-15,16.891,45.563,0.5,25
SPD.F,Superior Industries International Inc,Unknown,2025-07-23,0.236,18.288,0.5,25
SR4_old.F,ENETI INC. DL-01,Unknown,2023-12-28,10.062,60.694,0.5,25
SS91.F,Smith Micro Software Inc,Unknown,2024-06-10,2.128,53.134,0.5,25
SV4.F,SVB Financial Group,Unknown,2024-01-02,37.33,667.851,0.5,25
SZ71.F,Americas Gold and Silver Corporation,Unknown,2025-10-21,3.557,9.087,0.5,25
T0J0.F,MFE-MEDIAFOREU. B EO -60,Unknown,2023-12-20,3.301,16.127,0.5,25
T2N.F,CLEANTECH LITH. LS -01,Unknown,2025-01-27,0.181,2.163,0.5,25
T4H.F,TreeHouse Foods Inc,Unknown,2026-02-11,20.37,59.141,0.5,25
T5I0.F,MONDEE HOLDINGS CL.A,Unknown,2024-12-17,0.219,12.071,0.5,25
T5W.F,Just Eat Takeaway,Unknown,2025-11-19,19.989,109.564,0.5,25
T81.F,AQUILA ACQ.CORP. CL.A,Unknown,2025-03-19,0.783,1.981,0.5,25
T8VA.F,TURKIYE VAKIF.BK ADR/10,Unknown,2023-07-26,3.072,8.125,0.5,25
TA5.F,TARGOVAX ASA NK -10,Unknown,2023-12-04,0.494,23.873,0.5,25
TAL.F,Taro Pharmaceutical Industries Ltd,Unknown,2024-06-21,39.891,96.962,0.5,25
TBN2.F,Capstone Green Energy Corp,Unknown,2023-10-10,0.235,15.508,0.5,25
TBX.F,tick Trading Software AG,Unknown,2023-06-21,8.837,19.286,0.5,25
TI5.F,TERNIENERGIA,Unknown,2024-11-25,0.197,1.732,0.5,25
TMD0.F,CVW CLEANTECH INC.,Unknown,2025-09-18,0.62,1.369,0.5,25
TQ8.F,Theratechnologies Inc,Unknown,2023-09-28,1.907,39.02,0.5,25
TQJ.F,Signature Bank,Unknown,2023-11-02,65.757,322.946,0.5,25
TRBA.F,Trinity Biotech plc,Unknown,2024-04-24,2.135,28.47,0.5,25
TUP.F,Tupperware Brands Corporation,Unknown,2024-09-23,0.449,47.037,0.5,25
TVAG.F,Trivago NV,Unknown,2024-01-17,2.932,30.735,0.5,25
TZL.F,TELKOM SA SOC SP. ADR/4,Unknown,2023-09-15,4.516,12.267,0.5,25
UA1N.F,URBAN ONE INC. D N-VTG,Unknown,2026-03-25,6.936,64.584,0.5,25
UAVP.F,ORAGENICS INC. DL-001,Unknown,2023-03-23,7.625,166.895,0.5,25
UGE.F,"urban-gro, Inc.",Unknown,2026-02-09,2.477,71.06,0.5,25
UMA.F,AS Latvijas Gaze,Unknown,2024-07-22,4.432,10.149,0.5,25
USI.F,U.S. Silica Holdings Inc,Unknown,2024-08-01,14.387,30.379,0.5,25
UX01.F,UXIN LTD. ADR/30 CL.A YC1,Unknown,2024-03-13,4.193,435.335,0.5,25
UXI4.F,Cyclacel Pharmaceuticals Inc,Unknown,2024-02-15,3.253,440.737,0.5,25
V38.F,ENERGYO SOLUTIONS INVEST,Unknown,2023-10-12,0.463,2.29,0.5,25
V3I.F,HYON AS NK 1,Unknown,2024-09-17,1.226,27.123,0.5,25
V7B1.F,Assembly Biosciences Inc,Unknown,2021-08-18,3.199,51.663,0.5,25
VA21.F,Vapotherm Inc,Unknown,2023-10-17,2.988,359.547,0.5,25
VE8.F,Manitex International Inc,Unknown,2025-01-02,5.467,11.134,0.5,25
VG1.F,ECHOS HLDG AG INH O.N.,Unknown,2023-08-09,1.801,9.305,0.5,25
VI9A.F,Victoria Gold Corp,Unknown,2024-09-24,0.298,14.082,0.5,25
VMR1.F,Value Management & Research AG,Unknown,2025-06-30,0.549,3.535,0.5,25
VOX.F,VOXX International Corporation,Unknown,2025-04-01,6.868,22.524,0.5,25
VPA1.F,AVEO Pharmaceuticals Inc,Unknown,2023-01-19,13.801,30.594,0.5,25
VQKB.F,ReneSola Ltd,Unknown,2025-12-17,1.62,26.138,0.5,25
VTY.F,Verint Systems Inc,Unknown,2025-11-27,17.382,62.313,0.5,25
VX8B.F,Voxeljet Ag,Unknown,2024-03-26,0.607,29.237,0.5,25
W8NB.F,AQUABOUNTY O.N.,Unknown,2023-12-14,3.401,210.334,0.5,25
WAB.F,REDBUBBLE LTD,Unknown,2024-01-02,0.416,3.797,0.5,25
WEM1.F,The Westaim Corporation,Unknown,2025-02-28,21.229,165.319,0.5,25
WI4B.F,WEICHAI POWER ADR/8 YC 1,Unknown,2023-07-14,10.078,21.231,0.5,25
WPIA.F,Westport Fuel Systems Inc,Unknown,2023-06-05,6.246,99.892,0.5,25
WU5.F,WideOpenWest Inc,Unknown,2026-01-02,4.444,20.891,0.5,25
WUC1.F,Lithium Americas Corp,Unknown,2023-12-04,4.903,36.157,0.5,25
X5A.F,American Shipping Company ASA,Unknown,2025-11-05,0.147,2.514,0.5,25
X70.F,PANBELA THERAPEUT. -001,Unknown,2023-01-17,3.015,153.595,0.5,25
XC2R.F,CAPITAL + REGIONAL LS-01,Unknown,2024-12-11,0.754,1.911,0.5,25
XHNA.F,Hong Kong Technology Venture Company Limited,Unknown,2024-07-23,4.273,33.935,0.5,25
XLF.F,XL Fleet Corp,Unknown,2023-12-07,4.313,162.959,0.5,25
XN6.F,JE CLEANTECH HLDGS LTD,Unknown,2023-12-14,1.153,39.571,0.5,25
XQB.F,Altra Industrial Motion Corp,Unknown,2024-01-03,18.634,60.184,0.5,25
XV6.F,ENVIVA INC. DL -001,Unknown,2024-11-06,0.358,79.907,0.5,25
Y21.F,ENERAQUA TECH.PLC LS-01,Unknown,2025-08-25,0.189,4.138,0.5,25
Y55.F,PLURI INC.,Unknown,2024-05-29,5.635,108.846,0.5,25
YJEB.F,CorEnergy Infrastructure Trust Inc,Unknown,2023-12-04,0.313,41.896,0.5,25
YN2.F,WASTE PLASTIC UPC.DK -01,Unknown,2025-02-24,1.221,5.513,0.5,25
Z1K.F,TRACTION URANIUM CORP.,Unknown,2024-11-25,0.211,7.425,0.5,25
ZSV1.F,SSR MINING INC. CDIS/1,Unknown,2025-10-31,9.056,21.134,0.5,25
1E6.STU,Eagle Pharmaceuticals Inc,Unknown,2024-10-04,3.14,70.94,0.5,25
1NC.STU,Norwegian Cruise Line Holdings Ltd,Unknown,2025-07-14,19.83,53.44,0.5,25
35V.STU,VEON Ltd.,Unknown,2022-08-03,0.525,3.26,0.5,25
39YA.STU,39YA,Unknown,2025-06-27,1.78,15.2,0.5,25
5CF.STU,Calfrac Well Services Ltd,Unknown,2024-02-23,3.48,261.0,0.5,25
6LU.STU,6LU,Unknown,2022-08-26,6.658,29.8,0.5,25
6PM.STU,Paramount Group Inc,Unknown,2025-12-18,5.55,11.2083,0.5,25
7YC.STU,Synthomer PLC,Unknown,2023-11-24,2.0,132.2995,0.5,25
8IF1.STU,Interfor Corporation,Unknown,2026-02-04,6.75,31.0,0.5,25
A3P.STU,SERICA ENERGY (A3P.SG),Unknown,2025-05-06,1.47,5.2,0.5,25
B1Z.STU,AND INT.PUBLISHERS (B1Z.SG),Unknown,2024-04-09,1.055,6.7,0.5,25
B4A1.STU,WALTER MEIER N (B4A1.SG),Unknown,2024-01-05,14.16,34.0153,0.5,25
BKP6.STU,Piraeus Financial Holdings SA,Unknown,2025-12-22,6.916,55.2678,0.5,25
D7A.STU,DELPHI AUTOMOTIVE (D7A.SG),Unknown,2025-02-18,54.71,156.15,0.5,25
F1D.STU,FLINDERS MINES (F1D.SG),Unknown,2023-10-04,0.396,1.5799,0.5,25
JAN.STU,JAPAN ASIA INVT (JAN.SG),Unknown,2024-01-04,1.57,3.24,0.5,25
MSAG.STU,MS INDUSTRIE (MSAG.SG),Unknown,2023-12-08,1.62,4.43,0.5,25
NY6.STU,China Natural Resources Inc,Unknown,2021-09-30,1.04,3.02,0.5,25
S8N.STU,SEMBCORP MARINE (S8N.SG),Unknown,2024-07-05,0.97,22.8629,0.5,25
VIH.STU,VIB VERMOEGEN (VIH.SG),Unknown,2024-05-28,10.34,50.3125,0.5,25
8110.MU,111 INC. ADR/20 CL.A,Unknown,2025-01-23,4.145,252.318,0.5,25
ECX.MU,Epigenomics AG,Unknown,2023-02-23,0.742,137.963,0.5,25
W2R.MU,AS Valmieras stikla skiedra,Unknown,2021-06-25,0.692,3.902,0.5,25
AV7.HM,AVW Immobilien AG,Unknown,2020-02-17,1.71,3.98,0.5,25
DIC.HM,DIC Asset AG,Unknown,2023-12-01,3.165,15.2928,0.5,25
FAO2.HM,i:FAO Aktiengesellschaft,Unknown,2021-08-31,12.8,36.3895,0.5,25
TTB.HM,PINGUIN HAUSTECHNIK,Unknown,2020-04-21,0.85,1.75,0.5,25
